singlish,sinhala
purawruththaia,පුරාවෘත්තය
poorawruththaia,පුරාවෘත්තය
poorawrutthaia,පුරාවෘත්තය
purawrutthaia,පුරාවෘත්තය
haraia,ආහාරය
vanaya,වනය
wanaya,වනය
tharu,තරු
taru,තරු
taroo,තරු
tharoo,තරු
kathhha,කට
kathha,කට
sarieraia,ශරීරය
sharieraia,ශරීරය
oopathha,උපත
upatha,උපත
oopatha,උපත
upathha,උපත
cud,කුඩා
wss,වැස්ස
wshs,වැස්ස
kumara kumariian,කුමර කුමරියන්
wshantaia,වසන්තය
wshanthaia,වසන්තය
wsanthaia,වසන්තය
mwa,මව
mva,මව
sora,සොරා
rahasparekshaka,රහස්පරීක්ෂක
rahashparekshaka,රහස්පරීක්ෂක
bhoothaya,භූතයා
bhootaya,භූතයා
bhuthaya,භූතයා
sathiaya,සත්‍යය
satiaya,සත්‍යය
cannde,කන්ද
cannda,කන්ද
prewrtanaya,පරිවර්තනය
prewrthanaya,පරිවර්තනය
lekkaya,ලේඛකයා
trshhjanaka,ත්‍රාසජනක
thrshhjanaka,ත්‍රාසජනක
trshjanaka,ත්‍රාසජනක
gitya,ගීතය
geetya,ගීතය
guruvraia,ගුරුවරයා
shamaya,සාමය
shhamaya,සාමය
yksaya,යක්ෂයා
ykshaya,යක්ෂයා
erubasayama,හිරුබැසයාම
avooroodda,අවුරුද්ද
avooroodde,අවුරුද්ද
avuroodde,අවුරුද්ද
avuroodda,අවුරුද්ද
snndha,සඳ
diwya,දෛවය
oralosova,ඔරලෝසුව
oralosowa,ඔරලෝසුව
vehelu,විහිළු
sndiliya,සඳඑළිය
sndhailiya,සඳඑළිය
sndailiya,සඳඑළිය
shariiraia,ශරීරය
shhariiraia,ශරීරය
paresaraia,පරිසරය
wekruti,විකෘති
sietala,සීතල
siethala,සීතල
suyoorey,සොහොයුරිය
sooyoorey,සොහොයුරිය
snde,සඳ
shnda,සඳ
shnde,සඳ
shnd,සඳ
rahaspareeksaka,රහස්පරීක්ෂක
orloshuwa,ඔරලෝසුව
orloshoowa,ඔරලෝසුව
orlosoowa,ඔරලෝසුව
orloshoova,ඔරලෝසුව
orlosuva,ඔරලෝසුව
paya,පය
ratoo,රතු
ratu,රතු
satuta,සතුට
shatuta,සතුට
alocaia,ආලෝකය
maeawa,මායාව
maeava,මායාව
jeewithia,ජීවිතය
jiwithhia,ජීවිතය
jeewithhia,ජීවිතය
jiwithia,ජීවිතය
seetala,සීතල
ioddhaya,යුද්ධය
unushhum,උණුසුම්
unushhhum,උණුසුම්
werawa,විරහව
werava,විරහව
kanndhukaraya,කඳුකරය
aparadaia,අපරාධය
aparadhaia,අපරාධය
aparadeia,අපරාධය
wedhnawa,වේදනාව
wedhnava,වේදනාව
wihilu,විහිළු
pethapatha,පිටපත
petapatha,පිටපත
daruva,දරුවා
daruwa,දරුවා
dharoova,දරුවා
daroowa,දරුවා
daroova,දරුවා
mdhyamara,මධ්‍යමරෑ
nianndha,නිහඬ
vadhde,වැද්දා
vadhda,වැද්දා
vadhd,වැද්දා
vadhdha,වැද්දා
kandhukaraia,කඳුකරය
kandhookaraia,කඳුකරය
trasajanaca,ත්‍රාසජනක
calaya,කාලය
senpateia,සෙන්පතියා
senpatheia,සෙන්පතියා
shenpatheia,සෙන්පතියා
shenpateia,සෙන්පතියා
senptiia,සෙන්පතියා
rhashak,රහසක්
rhasak,රහසක්
sangawoonu,සැඟවුණු
sangawunu,සැඟවුණු
muta,මොහොත
moota,මොහොත
amudewa,හමුදාව
amudava,හමුදාව
amudawa,හමුදාව
amudwa,හමුදාව
paasala,පාසල
meduma,මීදුම
sohoyurey,සොහොයුරිය
thhharu,තරු
thharu,තරු
jayagraanaya,ජයග්‍රහණය
rahashak,රහසක්
rahashhak,රහසක්
siinaia,සිහිනය
viswaia,විශ්වය
visvaia,විශ්වය
cumara koomariyan,කුමර කුමරියන්
coomara koomariyan,කුමර කුමරියන්
cumara cumareian,කුමර කුමරියන්
ienaya,හීනය
athietaya,අතීතය
atietaya,අතීතය
mut,මොහොත
moot,මොහොත
hirobasayama,හිරුබැසයාම
metiyvata,මිටියාවත
metiyvatha,මිටියාවත
metiywatha,මිටියාවත
roonaloo,අරුණලු
runaloo,අරුණලු
shehinaya,සිහිනය
sehinaya,සිහිනය
aparadhhaia,අපරාධය
gowii,ගොවියා
kandokaraia,කඳුකරය
sevanalla,සෙවණැල්ල
thiethaya,අතීතය
thhiethaya,අතීතය
weththe,විත්ති
guruwry,ගුරුවරයා
wsntaya,වසන්තය
wishanduma,විසඳුම
wishhanduma,විසඳුම
iroobasaiama,හිරුබැසයාම
soyuriy,සොහොයුරිය
senpatheia,සෙන්පතියා
senpathheia,සෙන්පතියා
stavarshaia,ශතවර්ෂය
stawarshaia,ශතවර්ෂය
shtawarshaia,ශතවර්ෂය
shtavarshaia,ශතවර්ෂය
ghtakaya,ඝාතකයා
rttharan,රත්තරන්
rththaran,රත්තරන්
otthukru,ඔත්තුකරු
ottukru,ඔත්තුකරු
jewetaya,ජීවිතය
jewethaya,ජීවිතය
mwtha,මාවත
mwta,මාවත
senpatheya,සෙන්පතියා
senpathheya,සෙන්පතියා
kothi,කොටි
koti,කොටි
shhevanalla,සෙවණැල්ල
shevanalla,සෙවණැල්ල
jiiwitaya,ජීවිතය
shuyooriya,සොහොයුරිය
suyooriya,සොහොයුරිය
sooyooriya,සොහොයුරිය
shooyooriya,සොහොයුරිය
yugy,යුගය
otthokaru,ඔත්තුකරු
ottokaru,ඔත්තුකරු
klu,කළු
kloo,කළු
sariraya,ශරීරය
sareeraya,ශරීරය
pradaya,අපරාධය
pradeya,අපරාධය
pradhaya,අපරාධය
meedum,මීදුම
midum,මීදුම
vashhanthaya,වසන්තය
vashanthaya,වසන්තය
vashantaya,වසන්තය
udshana,උදෑසන
udsana,උදෑසන
guruwaraya,ගුරුවරයා
guruvaraya,ගුරුවරයා
candukaraia,කඳුකරය
shanndhaeleia,සඳඑළිය
sanndhaeleia,සඳඑළිය
shanndaeleia,සඳඑළිය
sanndeleia,සඳඑළිය
satyaya,සත්‍යය
nodootoo,නොදුටු
nodutoo,නොදුටු
parevarthanaya,පරිවර්තනය
parevarthhanaya,පරිවර්තනය
parewarthanaya,පරිවර්තනය
parewarthhanaya,පරිවර්තනය
hinaia,හීනය
gmana,ගමන
dheviy,දෙවියා
hienaia,හීනය
shhinpatiya,සෙන්පතියා
shinpatiya,සෙන්පතියා
shhinpathiya,සෙන්පතියා
mitiivatha,මිටියාවත
mitiiwata,මිටියාවත
mitiiwatha,මිටියාවත
kumariia,කුමරිය
wnaea,වනය
kandokaraya,කඳුකරය
divii,දෙවියා
sohoyor,සොහොයුරා
sinpathiya,සෙන්පතියා
sinpathhiya,සෙන්පතියා
shatana,සටන
satana,සටන
guruvraya,ගුරුවරයා
dhhama,දහම
yudhdya,යුද්ධය
vashanthaia,වසන්තය
washanthaia,වසන්තය
vasanthaia,වසන්තය
vashantaia,වසන්තය
wasanthaia,වසන්තය
shhhathawarshaya,ශතවර්ෂය
shhhatawarshaya,ශතවර්ෂය
shhathavarshaya,ශතවර්ෂය
shhathawarshaya,ශතවර්ෂය
sthana,සටන
stana,සටන
miiduma,මීදුම
miidooma,මීදුම
dhevii,දෙවියා
nodutu,නොදුටු
nodootu,නොදුටු
athethaya,අතීතය
athhethaya,අතීතය
atiethaya,අතීතය
atietaya,අතීතය
goruvaraya,ගුරුවරයා
wrukaia,වෘකයා
wrookaia,වෘකයා
bejya,බීජය
aparadhaia,අපරාධය
samaia,සාමය
aharaea,ආහාරය
withhthi,විත්ති
withhhthi,විත්ති
parajaea,පරාජය
mithiyawatha,මිටියාවත
mithiyavatha,මිටියාවත
mitiyavatha,මිටියාවත
mitiyawatha,මිටියාවත
sathiia,සතිය
sathhiia,සතිය
madheama,මධ්‍යම
mdhhhyama,මධ්‍යම
himi,අහිමි
jiviia,ජීවියා
sndhailiya,සඳඑළිය
shtna,සටන
stna,සටන
aaraia,ආහාරය
thapasaia,තාපසයා
thhapasaia,තාපසයා
whibindhhu,වැහිබිඳු
kalo,කළු
wsantaya,වසන්තය
wsanthaya,වසන්තය
trsajanaka,ත්‍රාසජනක
thrsajanaka,ත්‍රාසජනක
aleia,අලියා
biraasa,අභිරහස
coorulla,කුරුල්ලා
curulla,කුරුල්ලා
herubsyama,හිරුබැසයාම
sndhha,සඳ
caanthharaya,කාන්තාරය
caanthhharaya,කාන්තාරය
vahebindho,වැහිබිඳු
wahebindho,වැහිබිඳු
sarpaea,සර්පයා
baeanaka,භයානක
wisandhhuma,විසඳුම
mdhhyama,මධ්‍යම
bejaya,බීජය
likakaia,ලේඛකයා
wishwaya,විශ්වය
wishvaya,විශ්වය
wiswaya,විශ්වය
wisvaya,විශ්වය
raasparicshaka,රහස්පරීක්ෂක
raasparicsaka,රහස්පරීක්ෂක
thrsajanaca,ත්‍රාසජනක
trsajanaca,ත්‍රාසජනක
raaspareksaka,රහස්පරීක්ෂක
araya,ආහාරය
mitiivata,මිටියාවත
mitiiwata,මිටියාවත
sunndra,සුන්දර
jiwiia,ජීවියා
jeewiia,ජීවියා
seethla,සීතල
sitla,සීතල
sithla,සීතල
seetla,සීතල
ienaia,හීනය
stoota,සතුට
sthuta,සතුට
sthoota,සතුට
satheaya,සත්‍යය
sateaya,සත්‍යය
dhahama,දහම
dahama,දහම
tranya,තරණය
warthamanaea,වර්තමානය
varthamanaea,වර්තමානය
vrtamanaya,වර්තමානය
vrthamanaya,වර්තමානය
wdda,වැද්දා
wdd,වැද්දා
wddha,වැද්දා
ioogaia,යුගය
iugaia,යුගය
dhhiyapaara,දියපාර
luthhh,අලුත්
luthh,අලුත්
kaantharaya,කාන්තාරය
kaantaraya,කාන්තාරය
kandhokaraya,කඳුකරය
komara koomariyan,කුමර කුමරියන්
komara kumariyan,කුමර කුමරියන්
bherhas,අභිරහස්
washanthaya,වසන්තය
vashanthaya,වසන්තය
vasanthhaya,වසන්තය
washanthhaya,වසන්තය
sudu,සුදු
giethy,ගීතය
giety,ගීතය
sathhavarshaya,ශතවර්ෂය
sathhavarsaya,ශතවර්ෂය
sathhawarsaya,ශතවර්ෂය
sathhhawarshaya,ශතවර්ෂය
ioogya,යුගය
iugya,යුගය
yoddaya,යුද්ධය
yoddeya,යුද්ධය
yoddya,යුද්ධය
yoddhaya,යුද්ධය
kndhukaraia,කඳුකරය
kalaia,කාලය
bhirahashha,අභිරහස
bhirahasha,අභිරහස
mandhiraia,මන්දිරය
jivey,ජීවියා
jeevey,ජීවියා
veshwya,විශ්වය
veswya,විශ්වය
sharpaia,සර්පයා
shharpaia,සර්පයා
jievitaia,ජීවිතය
jievithaia,ජීවිතය
mudhhuva,මුදුව
wnantharaya,වනන්තරය
wnantaraya,වනන්තරය
rajo,රජු
dorthuva,දොරටුව
dortuva,දොරටුව
ghathhhhakaya,ඝාතකයා
ghathhhakaya,ඝාතකයා
menisa,මිනිසා
yuddaya,යුද්ධය
yuddya,යුද්ධය
parivarthanaia,පරිවර්තනය
parivartanaia,පරිවර්තනය
sinaia,සිංහයා
senhya,සිංහයා
kunaatuva,කුණාටුව
kunaathuva,කුණාටුව
sandhhaeliia,සඳඑළිය
steya,සතිය
shteya,සතිය
mdhhyamaraa,මධ්‍යමරෑ
jiewitaia,ජීවිතය
jiewithaia,ජීවිතය
cadoowa,කඩුව
cadoova,කඩුව
caduwa,කඩුව
prshnaia,ප්‍රශ්නය
prshhnaia,ප්‍රශ්නය
caantaraya,කාන්තාරය
hamoodava,හමුදාව
hamudava,හමුදාව
hamoodeva,හමුදාව
hamudhava,හමුදාව
sangawunu,සැඟවුණු
doratuva,දොරටුව
doratoova,දොරටුව
sagaraia,සාගරය
prajaea,පරාජය
deviya,දෙවියා
kadoova,කඩුව
kaduva,කඩුව
kadoowa,කඩුව
rajathhuma,රජතුමා
rajathhhuma,රජතුමා
dhharuwa,දරුවා
dhharuva,දරුවා
suyura,සොහොයුරා
sooyura,සොහොයුරා
rhaspariksaka,රහස්පරීක්ෂක
rhaspareeksaka,රහස්පරීක්ෂක
sihiny,සිහිනය
cadapatha,කැඩපත
cadpatha,කැඩපත
cadapathha,කැඩපත
meedhoma,මීදුම
midhoma,මීදුම
kumraia,කුමාරයා
mlaia,මාලය
ahemi,අහිමි
giethhaya,ගීතය
giethaya,ගීතය
nasaea,නාසය
kaantharaya,කාන්තාරය
kaanthharaya,කාන්තාරය
avashhan,අවසන්
avashan,අවසන්
sulng,සුළඟ
bhirahasa,අභිරහස
metiywta,මිටියාවත
metiywtha,මිටියාවත
mvathha,මාවත
mvatha,මාවත
senaya,සිංහයා
kaantaraia,කාන්තාරය
kaantharaia,කාන්තාරය
ridhie,රිදී
stahan,සටහන්
shtahan,සටහන්
iugaya,යුගය
ioogaya,යුගය
weththi,විත්ති
wetthi,විත්ති
eacsaya,යක්ෂයා
ghtakaya,ඝාතකයා
ghthakaya,ඝාතකයා
ganndhara,ගන්දර
ganndera,ගන්දර
ganndara,ගන්දර
iatura,යතුර
iathura,යතුර
bhuthya,භූතයා
bhutya,භූතයා
bhoothya,භූතයා
bhootya,භූතයා
satawarshaia,ශතවර්ෂය
satavarshaia,ශතවර්ෂය
shatavarshaia,ශතවර්ෂය
shatawarshaia,ශතවර්ෂය
ndhhura,අඳුර
malaia,මාලය
cdoova,කඩුව
cduwa,කඩුව
cdoowa,කඩුව
bonecca,බෝනික්කා
corulla,කුරුල්ලා
menipittiya,මිනීපෙට්ටිය
cdepathha,කැඩපත
cdhapatha,කැඩපත
cdpathha,කැඩපත
cdapatha,කැඩපත
cdapathha,කැඩපත
rahashpariikshaka,රහස්පරීක්ෂක
rahaspariikshaka,රහස්පරීක්ෂක
shhannda,සඳ
shhannd,සඳ
shannde,සඳ
shannda,සඳ
shanndha,සඳ
sewanali,සෙවණැලි
sevanali,සෙවණැලි
vanaia,වනය
privarthanaya,පරිවර්තනය
priwarthhanaya,පරිවර්තනය
privarthhanaya,පරිවර්තනය
vasanthaia,වසන්තය
vasantaia,වසන්තය
shtana,සටන
stana,සටන
diypra,දියපාර
mnnderaia,මන්දිරය
ashha,ඇස
asha,ඇස
sevanali,සෙවණැලි
dhaama,දහම
valakuloo,වළාකුළු
valakooloo,වළාකුළු
walakooloo,වළාකුළු
walakuloo,වළාකුළු
dheyaniya,දියණිය
unushum,උණුසුම
unusum,උණුසුම
shenpathiia,සෙන්පතියා
senpathiia,සෙන්පතියා
senpathhiia,සෙන්පතියා
shenpathhiia,සෙන්පතියා
maashaya,මාසය
maashhaya,මාසය
wrukya,වෘකයා
shta,සතා
shtha,සතා
sta,සතා
stha,සතා
sndaeleya,සඳඑළිය
sndhaeleya,සඳඑළිය
gama,ආගම
sannd,සඳ
shannd,සඳ
sannda,සඳ
sannde,සඳ
sanndha,සඳ
shannda,සඳ
daewaia,දෛවය
daevaia,දෛවය
deevaia,දෛවය
whebindhu,වැහිබිඳු
rhasparieksaka,රහස්පරීක්ෂක
baianaka,භයානක
kathava,කතාව
kathhava,කතාව
kathhawa,කතාව
aagama,ආගම
balaporoththuva,බලාපොරොත්තුව
balaporotthuva,බලාපොරොත්තුව
balaporotthuwa,බලාපොරොත්තුව
balaporoththuwa,බලාපොරොත්තුව
mooduva,මුදුව
muduva,මුදුව
rajatoma,රජතුමා
rajathoma,රජතුමා
thharucata,තරුකැට
tharucata,තරුකැට
shhohoiuriya,සොහොයුරිය
shohoiuriya,සොහොයුරිය
snd,සඳ
snda,සඳ
snde,සඳ
sohoiureya,සොහොයුරිය
akonu,අකුණු
shatawarshaya,ශතවර්ෂය
shathawarshaya,ශතවර්ෂය
satawarshaya,ශතවර්ෂය
sathavarshaya,ශතවර්ෂය
dhoratoowa,දොරටුව
dhoratuva,දොරටුව
dhoratuwa,දොරටුව
cumreya,කුමරිය
thrasajanaca,ත්‍රාසජනක
trasajanaca,ත්‍රාසජනක
sngawoonu,සැඟවුණු
sngawunu,සැඟවුණු
nuvra,නුවර
noovra,නුවර
shhrieraya,ශරීරය
shrieraya,ශරීරය
deruwa,දරුවා
druwa,දරුවා
dharuva,දරුවා
daruwa,දරුවා
jiwetaia,ජීවිතය
jiwethaia,ජීවිතය
jeewetaia,ජීවිතය
jeewethaia,ජීවිතය
thhharanya,තරණය
thharanya,තරණය
gietia,ගීතය
giethia,ගීතය
awoorudhhda,අවුරුද්ද
awurudhhda,අවුරුද්ද
awoorudhhdha,අවුරුද්ද
awurudhhde,අවුරුද්ද
mota,මොහොත
kunaatuva,කුණාටුව
kunaathuwa,කුණාටුව
kunaathuva,කුණාටුව
kunaatuwa,කුණාටුව
madhiamaraa,මධ්‍යමරෑ
pituv,පිටුව
pithuv,පිටුව
cumraia,කුමාරයා
ridie,රිදී
washanthaya,වසන්තය
washhanthaya,වසන්තය
vashanthaya,වසන්තය
washantaya,වසන්තය
vashantaya,වසන්තය
vashanthaia,වසන්තය
washanthaia,වසන්තය
washhanthaia,වසන්තය
vashantaia,වසන්තය
vashhantaia,වසන්තය
korulu,කුරුළු
mdymara,මධ්‍යමරෑ
otthucru,ඔත්තුකරු
ottucru,ඔත්තුකරු
diipaara,දියපාර
bonicc,බෝනික්කා
vidnawa,වේදනාව
vidnava,වේදනාව
suyura,සොහොයුරා
suyoora,සොහොයුරා
thrshajanaka,ත්‍රාසජනක
trsajanaka,ත්‍රාසජනක
thrsajanaka,ත්‍රාසජනක
udeshhana,උදෑසන
udashhhana,උදෑසන
udashhana,උදෑසන
udshhhana,උදෑසන
udeshhhana,උදෑසන
atitaya,අතීතය
sarpaia,සර්පයා
bhynaca,භයානක
sinpatheia,සෙන්පතියා
sinpateia,සෙන්පතියා
ndhuru,අඳුරු
lechacaya,ලේඛකයා
vahibindhu,වැහිබිඳු
vahibindhoo,වැහිබිඳු
siethhl,සීතල
siethl,සීතල
sathhiya,සතිය
sathhhiya,සතිය
shharieraya,ශරීරය
sharieraya,ශරීරය
vrukaia,වෘකයා
primy,ප්‍රේමය
polowa,පොළොව
polova,පොළොව
gathakaia,ඝාතකයා
gatakaia,ඝාතකයා
aeme,අහිමි
mnndiraia,මන්දිරය
euddhaya,යුද්ධය
rttharan,රත්තරන්
rttaran,රත්තරන්
wrthmanaya,වර්තමානය
wrtmanaya,වර්තමානය
puravruththaya,පුරාවෘත්තය
puravrutthaya,පුරාවෘත්තය
shandhaeliya,සඳඑළිය
shhandiliya,සඳඑළිය
shandaeliya,සඳඑළිය
shandeliya,සඳඑළිය
shhandaeliya,සඳඑළිය
kthava,කතාව
ktava,කතාව
biejaia,බීජය
cumara kumareian,කුමර කුමරියන්
jieviia,ජීවියා
myva,මායාව
mywa,මායාව
dhheviia,දෙවියා
cumareya,කුමරිය
coomareya,කුමරිය
kaduva,කඩුව
kaduwa,කඩුව
punche,පුංචි
taapasaya,තාපසයා
miedum,මීදුම
miedoom,මීදුම
druva,දරුවා
druwa,දරුවා
porawruththaya,පුරාවෘත්තය
porawrutthaya,පුරාවෘත්තය
ctava,කතාව
cthava,කතාව
mawathhha,මාවත
mavathhha,මාවත
mavathha,මාවත
taru,තරු
hirubsayama,හිරුබැසයාම
hirubshayama,හිරුබැසයාම
seethala,සීතල
sithala,සීතල
sitala,සීතල
kndhukraya,කඳුකරය
sohoyoreya,සොහොයුරිය
aharaya,ආහාරය
bhothaia,භූතයා
bhothhaia,භූතයා
madhhhhyamaraa,මධ්‍යමරෑ
sathawarsaya,ශතවර්ෂය
sathavarsaya,ශතවර්ෂය
satavarsaya,ශතවර්ෂය
styaya,සත්‍යය
shtyaya,සත්‍යය
sohoyoriya,සොහොයුරිය
thhru,තරු
thru,තරු
ghaniya,ගැහැනිය
shithala,සීතල
shheethala,සීතල
sheethala,සීතල
shhithala,සීතල
shitala,සීතල
shheetala,සීතල
hmudv,හමුදාව
kud,කුඩා
kood,කුඩා
muduw,මුදුව
mooduw,මුදුව
jivithaya,ජීවිතය
jeevithaya,ජීවිතය
jivitaya,ජීවිතය
jeevitaya,ජීවිතය
stna,සටන
hmoodva,හමුදාව
hmoodwa,හමුදාව
hmudwa,හමුදාව
hmudva,හමුදාව
anaagathaia,අනාගතය
anaagathhaia,අනාගතය
satoota,සතුට
sathoota,සතුට
satuta,සතුට
clu,කළු
cloo,කළු
soyura,සොහොයුරා
balaporothhthuva,බලාපොරොත්තුව
balaporothhhthuva,බලාපොරොත්තුව
krtroo,කර්තෘ
krtru,කර්තෘ
krthru,කර්තෘ
krthroo,කර්තෘ
aalokaea,ආලෝකය
vaibinndu,වැහිබිඳු
sunndhra,සුන්දර
shunndhra,සුන්දර
nimnya,නිම්නය
sathuta,සතුට
sathhuta,සතුට
sathhoota,සතුට
rahaspariikshaka,රහස්පරීක්ෂක
rahaspariiksaka,රහස්පරීක්ෂක
cathhawa,කතාව
cathhhawa,කතාව
cathhava,කතාව
cathhhava,කතාව
wishhhanduma,විසඳුම
wishhanduma,විසඳුම
sewnlla,සෙවණැල්ල
wisanduma,විසඳුම
sunndra,සුන්දර
soonndra,සුන්දර
lechkaia,ලේඛකයා
caantaraia,කාන්තාරය
cumara kumariyan,කුමර කුමරියන්
sinhy,සිංහයා
herubasayama,හිරුබැසයාම
vahebenndu,වැහිබිඳු
wahebenndu,වැහිබිඳු
nashaya,නාසය
nasaya,නාසය
inva,හිනාව
dhhavala,දවාල
dhhawala,දවාල
gidera,ගෙදර
gidara,ගෙදර
gidhara,ගෙදර
gidra,ගෙදර
nimnia,නිම්නය
rthu,රතු
rthoo,රතු
rthhoo,රතු
sandeleya,සඳඑළිය
sandaeleya,සඳඑළිය
sandhaeleya,සඳඑළිය
diyapaara,දියපාර
irubsayama,හිරුබැසයාම
virahava,විරහව
virahawa,විරහව
mathakaia,මතකය
matakaia,මතකය
vlakooloo,වළාකුළු
vlakuloo,වළාකුළු
tarucata,තරුකැට
dortowa,දොරටුව
dortova,දොරටුව
henava,හිනාව
dhhupatha,දූපත
dhhupata,දූපත
dhhoopatha,දූපත
teetya,අතීතය
teethya,අතීතය
titya,අතීතය
tithya,අතීතය
sunndhara,සුන්දර
soonndhara,සුන්දර
gitaya,ගීතය
githaya,ගීතය
geethaya,ගීතය
geetaya,ගීතය
yooddya,යුද්ධය
yuddya,යුද්ධය
vthta,වත්ත
vtta,වත්ත
aparadhaea,අපරාධය
vartamanaia,වර්තමානය
wartamanaia,වර්තමානය
madhhhyama,මධ්‍යම
wahibindhoo,වැහිබිඳු
vahibindhu,වැහිබිඳු
vahibindhoo,වැහිබිඳු
mul,මුල
mool,මුල
aparadhhhaya,අපරාධය
steia,සතිය
stheia,සතිය
tithaya,අතීතය
thithaya,අතීතය
purawruththaia,පුරාවෘත්තය
purawrutthaia,පුරාවෘත්තය
mitiyavata,මිටියාවත
mithiyawata,මිටියාවත
mithiyavata,මිටියාවත
deiapaara,දියපාර
bhayanaka,භයානක
sanndhailiya,සඳඑළිය
sanndailiya,සඳඑළිය
sanndiliya,සඳඑළිය
shanndiliya,සඳඑළිය
shanndailiya,සඳඑළිය
jewiya,ජීවියා
sanndhaeleya,සඳඑළිය
madhhhiamaraa,මධ්‍යමරෑ
dewaya,දෛවය
daevaya,දෛවය
daewaya,දෛවය
otthukru,ඔත්තුකරු
ottukru,ඔත්තුකරු
ottookru,ඔත්තුකරු
otthookru,ඔත්තුකරු
vecruti,විකෘති
kothhe,කොටි
kothe,කොටි
mithiyvatha,මිටියාවත
mitiyvatha,මිටියාවත
kta,කට
sehinaia,සිහිනය
shehinaia,සිහිනය
ninnd,නිහඬ
ninnde,නිහඬ
ninnda,නිහඬ
wadhhd,වැද්දා
wadhhda,වැද්දා
wadhhde,වැද්දා
pilithhhoora,පිළිතුර
pilithhhura,පිළිතුර
pilithhhhoora,පිළිතුර
udsana,උදෑසන
miduma,මීදුම
meeduma,මීදුම
meedooma,මීදුම
midooma,මීදුම
siinaya,සිහිනය
tarukata,තරුකැට
tarookata,තරුකැට
jeevethaya,ජීවිතය
jivethhaya,ජීවිතය
jeevethhaya,ජීවිතය
jivethaya,ජීවිතය
candhula,කඳුළ
heroobsayama,හිරුබැසයාම
herubsayama,හිරුබැසයාම
petuva,පිටුව
pethuwa,පිටුව
pethuva,පිටුව
petuwa,පිටුව
konaathuva,කුණාටුව
konaathuwa,කුණාටුව
konaatuwa,කුණාටුව
konaatuva,කුණාටුව
mkara,මකරා
sihinaya,සිහිනය
suiura,සොහොයුරා
hmoodva,හමුදාව
hmoodawa,හමුදාව
hmudawa,හමුදාව
hmoodwa,හමුදාව
hmudva,හමුදාව
cumra koomariyan,කුමර කුමරියන්
coomra koomariyan,කුමර කුමරියන්
pilithoora,පිළිතුර
pilithura,පිළිතුර
pilitoora,පිළිතුර
pilitura,පිළිතුර
vnantaraya,වනන්තරය
rajena,රැජින
wesnduma,විසඳුම
hinawa,හිනාව
hinava,හිනාව
sandaileia,සඳඑළිය
sandhaileia,සඳඑළිය
sandeileia,සඳඑළිය
sandileia,සඳඑළිය
mitura,මිතුරා
mitoora,මිතුරා
petuw,පිටුව
pethuw,පිටුව
mavathhhha,මාවත
mawathhha,මාවත
mawathhhha,මාවත
sooiura,සොහොයුරා
suiura,සොහොයුරා
vruky,වෘකයා
rhsak,රහසක්
gthaloova,ගැටලුව
gthaluwa,ගැටලුව
gthaloowa,ගැටලුව
gtaloova,ගැටලුව
gtaloowa,ගැටලුව
gthaluva,ගැටලුව
dewaya,දෛවය
devaya,දෛවය
kunaathuwa,කුණාටුව
kunaathuva,කුණාටුව
kunaathhuwa,කුණාටුව
kunaathhuva,කුණාටුව
shatiya,සතිය
shhatiya,සතිය
olman,හොල්මන්
ghathacaia,ඝාතකයා
ghathhacaia,ඝාතකයා
stahan,සටහන්
dhaiwaya,දෛවය
dhaivaya,දෛවය
kntaraya,කාන්තාරය
nel,නිල්
hiroobasayama,හිරුබැසයාම
hirubashayama,හිරුබැසයාම
hiroobashayama,හිරුබැසයාම
minishha,මිනිසා
minisha,මිනිසා
cumraya,කුමාරයා
unusum,උණුසුම්
oonusum,උණුසුම්
trashhajanaka,ත්‍රාසජනක
trashajanaka,ත්‍රාසජනක
kathhawa,කතාව
kathhava,කතාව
kathhhawa,කතාව
paradhhaya,අපරාධය
vekruti,විකෘති
vekruthi,විකෘති
nihnnd,නිහඬ
kdepathha,කැඩපත
kdapathha,කැඩපත
kdhapathha,කැඩපත
kdapatha,කැඩපත
shtaan,සටහන්
staan,සටහන්
dorathuva,දොරටුව
dorathoova,දොරටුව
kumara kumariyan,කුමර කුමරියන්
nihanda,නිහඬ
nihande,නිහඬ
nihand,නිහඬ
sehinya,සිහිනය
sinpatiia,සෙන්පතියා
stey,සතිය
sthey,සතිය
caduva,කඩුව
cadoova,කඩුව
rthreya,රාත්‍රිය
rtreya,රාත්‍රිය
gimhnya,ගිම්හානය
kumra kumariian,කුමර කුමරියන්
pituwa,පිටුව
pituva,පිටුව
nshaya,නාසය
nsaya,නාසය
gathakaya,ඝාතකයා
madeama,මධ්‍යම
sewnalla,සෙවණැල්ල
sthhura,සතුරා
sthhhura,සතුරා
wnaia,වනය
sohoyooriya,සොහොයුරිය
shohoyooriya,සොහොයුරිය
sohoyuriya,සොහොයුරිය
shohoyuriya,සොහොයුරිය
rahasparicshaka,රහස්පරීක්ෂක
rahasparicsaka,රහස්පරීක්ෂක
nihannde,නිහඬ
nihanndha,නිහඬ
nihannda,නිහඬ
jiwiia,ජීවියා
shndha,සඳ
sndha,සඳ
wrukaya,වෘකයා
wishhhwya,විශ්වය
wishhwya,විශ්වය
pethuva,පිටුව
petuva,පිටුව
rjoo,රජු
rju,රජු
cunaatuwa,කුණාටුව
coonaatuwa,කුණාටුව
cunaatuva,කුණාටුව
podhhi,පොඩි
vss,වැස්ස
vahibindu,වැහිබිඳු
