singlish,sinhala
wikruthi,විකෘති
wikruthhi,විකෘති
rthhriya,රාත්‍රිය
rthriya,රාත්‍රිය
buthhaya,භූතයා
buthaya,භූතයා
holmn,හොල්මන්
wisndhooma,විසඳුම
wisndhuma,විසඳුම
sundhara,සුන්දර
pitapata,පිටපත
sethhala,සීතල
sethala,සීතල
punci,පුංචි
shhewanalla,සෙවණැල්ල
shevanalla,සෙවණැල්ල
shewanalla,සෙවණැල්ල
ansaya,හංසයා
seethhala,සීතල
seethhhala,සීතල
sithhhala,සීතල
sithhala,සීතල
sundara,සුන්දර
shoondara,සුන්දර
soondhara,සුන්දර
soondera,සුන්දර
sundra,සුන්දර
jiewithaya,ජීවිතය
jiewithhaya,ජීවිතය
karthhru,කර්තෘ
karthhhru,කර්තෘ
nuvara,නුවර
srpaia,සර්පයා
dwsa,දවස
shenpatheya,සෙන්පතියා
senpatheya,සෙන්පතියා
senpateya,සෙන්පතියා
shenpateya,සෙන්පතියා
cumr kumariyan,කුමර කුමරියන්
kumriya,කුමරිය
parivarthhanaya,පරිවර්තනය
pariwarthanaya,පරිවර්තනය
parivarthanaya,පරිවර්තනය
pariwarthhanaya,පරිවර්තනය
kdhapata,කැඩපත
kdhapatha,කැඩපත
sooyooreya,සොහොයුරිය
suyooreya,සොහොයුරිය
rahasparieksaka,රහස්පරීක්ෂක
rahashparieksaka,රහස්පරීක්ෂක
kdova,කඩුව
kdowa,කඩුව
shthiy,සතිය
stiy,සතිය
shtiy,සතිය
sthiy,සතිය
anagataya,අනාගතය
pra,පාර
shandha,සඳ
sandha,සඳ
aberahasha,අභිරහස
aberahasa,අභිරහස
shrieraya,ශරීරය
srieraya,ශරීරය
gsha,ගස
gsa,ගස
githaia,ගීතය
githhaia,ගීතය
geethhaia,ගීතය
iugya,යුගය
kadapathhhha,කැඩපත
kadpathhha,කැඩපත
kadapathhha,කැඩපත
kadpathhhha,කැඩපත
karthhhhru,කර්තෘ
karthhhru,කර්තෘ
mandhhiraya,මන්දිරය
rathriia,රාත්‍රිය
ratriia,රාත්‍රිය
mva,මව
madhyama,මධ්‍යම
ginna,ගින්න
itur,යතුර
dupathha,දූපත
dupatha,දූපත
prjaia,පරාජය
sathota,සතුට
satota,සතුට
hansaia,හංසයා
hanshaia,හංසයා
balaporothhthuva,බලාපොරොත්තුව
nuvr,නුවර
jewithaya,ජීවිතය
heeny,හීනය
hiny,හීනය
ridhi,රිදී
ridhee,රිදී
shhreeraya,ශරීරය
shreeraya,ශරීරය
shriraya,ශරීරය
snndeliya,සඳඑළිය
upata,උපත
oopata,උපත
upatha,උපත
oopatha,උපත
siwanalla,සෙවණැල්ල
sivanalla,සෙවණැල්ල
shhaapaia,ශාපය
shaapaia,ශාපය
kudha,කුඩා
shariraia,ශරීරය
shhariraia,ශරීරය
sand,සඳ
sande,සඳ
sanda,සඳ
sandha,සඳ
bhuthya,භූතයා
bhoothya,භූතයා
bhoothhya,භූතයා
pithuva,පිටුව
pituva,පිටුව
tranea,තරණය
thranea,තරණය
wnantaraia,වනන්තරය
sathheaya,සත්‍යය
satheaya,සත්‍යය
metiiavatha,මිටියාවත
metiiavata,මිටියාවත
tru,තරු
ienya,හීනය
madhyamaraa,මධ්‍යමරෑ
runalu,අරුණලු
colaia,කොළය
shatha,සතා
shhathha,සතා
shathha,සතා
muduw,මුදුව
dhheviya,දෙවියා
midhuma,මීදුම
tharukata,තරුකැට
thharukata,තරුකැට
raspareecshaca,රහස්පරීක්ෂක
raspareecsaca,රහස්පරීක්ෂක
rasparicshaca,රහස්පරීක්ෂක
raaspariecshaka,රහස්පරීක්ෂක
raaspariecsaka,රහස්පරීක්ෂක
shndaeliia,සඳඑළිය
sndiliia,සඳඑළිය
sndhaeliia,සඳඑළිය
sndaeliia,සඳඑළිය
inava,හිනාව
pilithhhura,පිළිතුර
pilithhura,පිළිතුර
maranaya,මරණය
shhrpaya,සර්පයා
shrpaya,සර්පයා
werahawa,විරහව
werahava,විරහව
andooroo,අඳුරු
anduroo,අඳුරු
smaya,සාමය
cndula,කඳුළ
dewiy,දෙවියා
komareya,කුමරිය
anagathhaia,අනාගතය
anagathaia,අනාගතය
suiuriy,සොහොයුරිය
sooiuriy,සොහොයුරිය
mdhymara,මධ්‍යමරෑ
shatiaia,සත්‍යය
satiaia,සත්‍යය
shathiaia,සත්‍යය
sathiaia,සත්‍යය
pleganema,පළිගැනීම
inwa,හිනාව
inva,හිනාව
athhethaia,අතීතය
athethaia,අතීතය
gemanaya,ගිම්හානය
shariraia,ශරීරය
sariraia,ශරීරය
setala,සීතල
sethala,සීතල
mot,මොහොත
sinpthiya,සෙන්පතියා
sinptiya,සෙන්පතියා
rahaspareecsaka,රහස්පරීක්ෂක
rahashparicsaka,රහස්පරීක්ෂක
rahashpareecsaka,රහස්පරීක්ෂක
rahasparicsaka,රහස්පරීක්ෂක
runlu,අරුණලු
roonlu,අරුණලු
senptheia,සෙන්පතියා
senpteia,සෙන්පතියා
anndhhuru,අඳුරු
ytur,යතුර
sthwarshaya,ශතවර්ෂය
sthvarshaya,ශතවර්ෂය
sthvarsaya,ශතවර්ෂය
stvarshaya,ශතවර්ෂය
stwarshaya,ශතවර්ෂය
sthwarsaya,ශතවර්ෂය
dhiyniy,දියණිය
aadhharaya,ආදරය
trsajanaka,ත්‍රාසජනක
dopata,දූපත
shohoyureya,සොහොයුරිය
sohoyureya,සොහොයුරිය
sohoyooreya,සොහොයුරිය
shohoyooreya,සොහොයුරිය
hiro,හිරු
gegoorum,ගිගුරුම්
gegurum,ගිගුරුම්
akunoo,අකුණු
akoonoo,අකුණු
oththukaru,ඔත්තුකරු
otthukaru,ඔත්තුකරු
vartamanaia,වර්තමානය
wartamanaia,වර්තමානය
varthamanaia,වර්තමානය
warthamanaia,වර්තමානය
upthha,උපත
uptha,උපත
menipethtiy,මිනීපෙට්ටිය
menipettiy,මිනීපෙට්ටිය
prisharaya,පරිසරය
prisaraya,පරිසරය
redee,රිදී
redi,රිදී
stheya,සතිය
sthheya,සතිය
tharukata,තරුකැට
tarukata,තරුකැට
miidhuma,මීදුම
gemanaia,ගිම්හානය
gathhakaya,ඝාතකයා
gathhhakaya,ඝාතකයා
dupt,දූපත
dupth,දූපත
doopth,දූපත
doopt,දූපත
pituva,පිටුව
pitoova,පිටුව
taroocata,තරුකැට
tarucata,තරුකැට
udhaashana,උදෑසන
udhaasana,උදෑසන
paliganima,පළිගැනීම
sewnali,සෙවණැලි
mieduma,මීදුම
balaporothhhthuwa,බලාපොරොත්තුව
balaporothhhthuva,බලාපොරොත්තුව
balaporothhhhthuva,බලාපොරොත්තුව
balaporothhhhthuwa,බලාපොරොත්තුව
ytur,යතුර
ytoor,යතුර
sinpathiia,සෙන්පතියා
sinpathhiia,සෙන්පතියා
bhotaia,භූතයා
bhothaia,භූතයා
vnaia,වනය
kuroolla,කුරුල්ලා
kooroolla,කුරුල්ලා
cote,කොටි
cothe,කොටි
dharoova,දරුවා
dharuva,දරුවා
dhhaama,දහම
sandiliya,සඳඑළිය
sandailiya,සඳඑළිය
shandailiya,සඳඑළිය
sandeiliya,සඳඑළිය
cndha,කන්ද
ghathakaia,ඝාතකයා
ghatakaia,ඝාතකයා
weelu,විහිළු
wilu,විහිළු
sandileya,සඳඑළිය
sandeileya,සඳඑළිය
sandhaileya,සඳඑළිය
sandaileya,සඳඑළිය
sohoyora,සොහොයුරා
shohoyora,සොහොයුරා
ansaia,හංසයා
senpatiia,සෙන්පතියා
shenpathiia,සෙන්පතියා
senpathiia,සෙන්පතියා
shenpatiia,සෙන්පතියා
mnnderaya,මන්දිරය
mathacaia,මතකය
matacaia,මතකය
coonaatuva,කුණාටුව
cunaatuva,කුණාටුව
jlya,ජලය
vahebindu,වැහිබිඳු
gasha,ගස
gashha,ගස
vlakulu,වළාකුළු
kuda,කුඩා
kude,කුඩා
kooda,කුඩා
wrukia,වෘකයා
kumaraia,කුමාරයා
koomaraia,කුමාරයා
hinva,හිනාව
hinwa,හිනාව
oodeshana,උදෑසන
udhasana,උදෑසන
oodashana,උදෑසන
udashana,උදෑසන
udsana,උදෑසන
shhareraya,ශරීරය
shareraya,ශරීරය
sathavarsaya,ශතවර්ෂය
sathhawarshaya,ශතවර්ෂය
sathhavarsaya,ශතවර්ෂය
sathawarsaya,ශතවර්ෂය
sathhawarsaya,ශතවර්ෂය
bhotya,භූතයා
bhothya,භූතයා
pradhaya,අපරාධය
cna,කණ
mithiyawatha,මිටියාවත
mithiyavatha,මිටියාවත
mithhiyawatha,මිටියාවත
masaia,මාසය
mashaia,මාසය
nehnndha,නිහඬ
nehnnda,නිහඬ
nehnnde,නිහඬ
walaculu,වළාකුළු
valaculu,වළාකුළු
meteywatha,මිටියාවත
meteywata,මිටියාවත
meteyvata,මිටියාවත
meteyvatha,මිටියාවත
sohoiureya,සොහොයුරිය
sohoiooreya,සොහොයුරිය
wisnndhuma,විසඳුම
wlkoolu,වළාකුළු
wlkulu,වළාකුළු
madyamara,මධ්‍යමරෑ
maa,මහ
udhasana,උදෑසන
udhashana,උදෑසන
udashana,උදෑසන
udasana,උදෑසන
udsana,උදෑසන
mitur,මිතුරා
mithur,මිතුරා
shtiya,සතිය
stiya,සතිය
wisnnduma,විසඳුම
wnntharaya,වනන්තරය
wnnthharaya,වනන්තරය
divaya,දෛවය
diwaya,දෛවය
kandookaraya,කඳුකරය
kandukaraya,කඳුකරය
udhhaasana,උදෑසන
oodhhaasana,උදෑසන
pituw,පිටුව
denpot,දිනපොත
denpoth,දිනපොත
aluthh,අලුත්
aloothhh,අලුත්
kndhul,කඳුළ
wishhwaya,විශ්වය
wishhhwaya,විශ්වය
kadhhhuva,කඩුව
kadhhhuwa,කඩුව
knndookaraya,කඳුකරය
podhi,පොඩි
nuwra,නුවර
shapaia,ශාපය
sapaia,ශාපය
phalaia,ඵලය
sharpaya,සර්පයා
shharpaya,සර්පයා
sevanalla,සෙවණැල්ල
sewanalla,සෙවණැල්ල
shevanalla,සෙවණැල්ල
shewanalla,සෙවණැල්ල
gitaya,ගීතය
sohoiuriy,සොහොයුරිය
shohoiuriy,සොහොයුරිය
punce,පුංචි
hiroobashaiama,හිරුබැසයාම
hirubashaiama,හිරුබැසයාම
hirubasaiama,හිරුබැසයාම
hiroobasaiama,හිරුබැසයාම
paradia,අපරාධය
paradaia,අපරාධය
paradeia,අපරාධය
sohoyoor,සොහොයුරා
sohoyur,සොහොයුරා
udhasana,උදෑසන
udhashana,උදෑසන
veshwia,විශ්වය
veswia,විශ්වය
ata,අත
punki,පුංචි
hmudhhava,හමුදාව
hmudhhawa,හමුදාව
jeewethya,ජීවිතය
jiwetya,ජීවිතය
jiwethya,ජීවිතය
jeewetya,ජීවිතය
prewartanaya,පරිවර්තනය
prevartanaya,පරිවර්තනය
prewarthanaya,පරිවර්තනය
prevarthanaya,පරිවර්තනය
getaya,ගීතය
wshsa,වැස්ස
wssa,වැස්ස
stii,සතිය
sthii,සතිය
yathhoora,යතුර
yathoora,යතුර
yathhura,යතුර
stuta,සතුට
caanthharaya,කාන්තාරය
caantharaya,කාන්තාරය
pituv,පිටුව
aluthhh,අලුත්
aluthhhh,අලුත්
wishhhhvaya,විශ්වය
wishhhhwaya,විශ්වය
wishhhvaya,විශ්වය
wishhhwaya,විශ්වය
dhaevaya,දෛවය
dhaewaya,දෛවය
sathhuta,සතුට
shathhoota,සතුට
sathoota,සතුට
shathuta,සතුට
hirubsayama,හිරුබැසයාම
udhhhaasana,උදෑසන
raasa,රහස
shandiliia,සඳඑළිය
sandaeliia,සඳඑළිය
sandeeliia,සඳඑළිය
shandaeliia,සඳඑළිය
thhhapasaya,තාපසයා
thhapasaya,තාපසයා
guruvaraya,ගුරුවරයා
wrookia,වෘකයා
wrukia,වෘකයා
atitaya,අතීතය
athitaya,අතීතය
atheetaya,අතීතය
sathiaia,සත්‍යය
sathhiaia,සත්‍යය
gidhara,ගෙදර
loku,ලොකු
whebindu,වැහිබිඳු
niandha,නිහඬ
dinapota,දිනපොත
vasanthaya,වසන්තය
vasantaya,වසන්තය
wasantaya,වසන්තය
wasanthaya,වසන්තය
parivarthhanaya,පරිවර්තනය
parivarthhhanaya,පරිවර්තනය
dhhhahama,දහම
ima,හිම
makara,මකරා
vasanthaya,වසන්තය
vasantaya,වසන්තය
vashantaya,වසන්තය
vashanthaya,වසන්තය
lepeia,ලිපිය
mranaya,මරණය
gedra,ගෙදර
kandukaraea,කඳුකරය
premaya,ප්‍රේමය
maaiava,මායාව
candhha,කන්ද
kndul,කඳුළ
kanthhharaya,කාන්තාරය
kanthharaya,කාන්තාරය
raashparikshaka,රහස්පරීක්ෂක
raasparikshaka,රහස්පරීක්ෂක
bherahash,අභිරහස්
bherahas,අභිරහස්
sndh,සඳ
denpota,දිනපොත
nodhuthu,නොදුටු
nodhutu,නොදුටු
minipethhtiya,මිනීපෙට්ටිය
minipethtiya,මිනීපෙට්ටිය
sathuta,සතුට
shathhuta,සතුට
shathuta,සතුට
gemnaya,ගිම්හානය
kumraea,කුමාරයා
hamoodhawa,හමුදාව
hamudhawa,හමුදාව
hamoodhava,හමුදාව
hamudhava,හමුදාව
vishhvaia,විශ්වය
vishvaia,විශ්වය
vishhwaia,විශ්වය
sthut,සතුට
sthhut,සතුට
blaporoththuwa,බලාපොරොත්තුව
blaporoththuva,බලාපොරොත්තුව
blaporoththoova,බලාපොරොත්තුව
blaporothhthoowa,බලාපොරොත්තුව
blaporothhthuwa,බලාපොරොත්තුව
jiiwiia,ජීවියා
sriraya,ශරීරය
shriraya,ශරීරය
mthhakaya,මතකය
mthhhakaya,මතකය
kannde,කන්ද
kanndha,කන්ද
kannda,කන්ද
kannd,කන්ද
sundra,සුන්දර
soondra,සුන්දර
wishvaia,විශ්වය
wiswaia,විශ්වය
wishwaia,විශ්වය
wisvaia,විශ්වය
daivaia,දෛවය
dhaivaia,දෛවය
deivaia,දෛවය
divaia,දෛවය
dewiya,දෙවියා
ctava,කතාව
ctawa,කතාව
cthawa,කතාව
kumreya,කුමරිය
koomreya,කුමරිය
gietaia,ගීතය
vnantharaya,වනන්තරය
vnantaraya,වනන්තරය
mdhyamaraa,මධ්‍යමරෑ
shhhatiya,සතිය
shhhathiya,සතිය
shhathiya,සතිය
shhatiya,සතිය
vsantaya,වසන්තය
vsanthaya,වසන්තය
knndhula,කඳුළ
oraloshhhuva,ඔරලෝසුව
oraloshhhuwa,ඔරලෝසුව
oraloshhuwa,ඔරලෝසුව
oraloshhuva,ඔරලෝසුව
dupta,දූපත
doopta,දූපත
orlosoova,ඔරලෝසුව
orlosuva,ඔරලෝසුව
shinaya,සිංහයා
sinaya,සිංහයා
calaia,කාලය
raju,රජු
rajoo,රජු
presharaya,පරිසරය
presaraya,පරිසරය
vsntaya,වසන්තය
vsnthaya,වසන්තය
tru,තරු
troo,තරු
shewnali,සෙවණැලි
shhewnali,සෙවණැලි
candula,කඳුළ
shatura,සතුරා
shhathoora,සතුරා
shhatura,සතුරා
shathoora,සතුරා
shhatoora,සතුරා
vrucaia,වෘකයා
shhangawunu,සැඟවුණු
shangawunu,සැඟවුණු
paashala,පාසල
paashhala,පාසල
geethhhaia,ගීතය
githhhaia,ගීතය
shithhhala,සීතල
sheethhala,සීතල
sithhhala,සීතල
sheethhhala,සීතල
seethhhala,සීතල
nnndura,අඳුර
bhuthaia,භූතයා
bhuthhaia,භූතයා
mitiiavata,මිටියාවත
wesandoma,විසඳුම
kntraya,කාන්තාරය
knthraya,කාන්තාරය
nsaia,නාසය
kthhava,කතාව
kthhawa,කතාව
kthhhawa,කතාව
kthhhava,කතාව
midom,මීදුම
meedom,මීදුම
sangavunu,සැඟවුණු
sangavoonu,සැඟවුණු
comariya,කුමරිය
dhhhavasa,දවස
raaspareecsaka,රහස්පරීක්ෂක
raasparicsaka,රහස්පරීක්ෂක
holman,හොල්මන්
sinpathhiya,සෙන්පතියා
sinpathhhiya,සෙන්පතියා
kirana,කිරණ
vrucaya,වෘකයා
oopta,උපත
upta,උපත
rajatuma,රජතුමා
rajathuma,රජතුමා
jivithhhaya,ජීවිතය
jivithhaya,ජීවිතය
jeevithhhaya,ජීවිතය
deypara,දියපාර
purawruttaya,පුරාවෘත්තය
shatyaya,සත්‍යය
shathyaya,සත්‍යය
shhathyaya,සත්‍යය
shhatyaya,සත්‍යය
weshanduma,විසඳුම
wesanduma,විසඳුම
sanndaeleya,සඳඑළිය
shanndaeleya,සඳඑළිය
sanndeleya,සඳඑළිය
shanndhaeleya,සඳඑළිය
shanndeleya,සඳඑළිය
udeasana,උදෑසන
oodaashana,උදෑසන
oodeashana,උදෑසන
oodasana,උදෑසන
udaashana,උදෑසන
oodaasana,උදෑසන
puravrutthaea,පුරාවෘත්තය
puravruththaea,පුරාවෘත්තය
dhhoratuva,දොරටුව
dhhoratuwa,දොරටුව
athiethaya,අතීතය
athhiethaya,අතීතය
widhanava,වේදනාව
widhanawa,වේදනාව
sivanale,සෙවණැලි
siwanale,සෙවණැලි
rajatuma,රජතුමා
rajatooma,රජතුමා
mithhoora,මිතුරා
mithoora,මිතුරා
mithhura,මිතුරා
mithura,මිතුරා
henaya,හීනය
ginn,ගින්න
sthhyaya,සත්‍යය
shthhyaya,සත්‍යය
sulanga,සුළඟ
guruvaraia,ගුරුවරයා
ghneya,ගැහැනිය
sohoeura,සොහොයුරා
shthvarshaya,ශතවර්ෂය
sthvarshaya,ශතවර්ෂය
shtvarshaya,ශතවර්ෂය
shthwarshaya,ශතවර්ෂය
sthwarshaya,ශතවර්ෂය
karthhroo,කර්තෘ
karthhru,කර්තෘ
karthru,කර්තෘ
karthroo,කර්තෘ
puravruththaya,පුරාවෘත්තය
puravruthhthaya,පුරාවෘත්තය
pooravruthhthaya,පුරාවෘත්තය
mndiraya,මන්දිරය
rahasa,රහස
yacsaya,යක්ෂයා
hirobsayama,හිරුබැසයාම
loco,ලොකු
parisaraya,පරිසරය
kduw,කඩුව
plamu,පළමු
shathhura,සතුරා
sathhhura,සතුරා
shathhhura,සතුරා
poth,පොත
pothh,පොත
shharieraia,ශරීරය
sharieraia,ශරීරය
gndhra,ගන්දර
gimhnia,ගිම්හානය
poorwruttaya,පුරාවෘත්තය
purwrutthaya,පුරාවෘත්තය
poorwrutthaya,පුරාවෘත්තය
purwruttaya,පුරාවෘත්තය
dhiyniya,දියණිය
bhynaka,භයානක
sinpateya,සෙන්පතියා
ndoor,අඳුර
dhhhama,දහම
mdyamaraa,මධ්‍යමරෑ
herubashayama,හිරුබැසයාම
herubasayama,හිරුබැසයාම
sewnlla,සෙවණැල්ල
shewnlla,සෙවණැල්ල
bhyanaca,භයානක
midhuma,මීදුම
meedhuma,මීදුම
plmu,පළමු
vartamanaia,වර්තමානය
satavarshaya,ශතවර්ෂය
shatavarshaya,ශතවර්ෂය
shathavarshaya,ශතවර්ෂය
purawruththaya,පුරාවෘත්තය
purawruthhthaya,පුරාවෘත්තය
balaporoththoova,බලාපොරොත්තුව
balaporoththuva,බලාපොරොත්තුව
balaporotthuva,බලාපොරොත්තුව
balaporotthoova,බලාපොරොත්තුව
soodhhoo,සුදු
sudhhoo,සුදු
hsha,අහස
hsa,අහස
shhathhavarshaya,ශතවර්ෂය
shathhavarshaya,ශතවර්ෂය
shhathavarshaya,ශතවර්ෂය
shathavarshaya,ශතවර්ෂය
iakshaya,යක්ෂයා
iaksaya,යක්ෂයා
vidnwa,වේදනාව
vidnva,වේදනාව
dorthuva,දොරටුව
dorthuwa,දොරටුව
dortuva,දොරටුව
abhirahas,අභිරහස්
nihnndha,නිහඬ
buthaia,භූතයා
boothhaia,භූතයා
boothaia,භූතයා
buthhaia,භූතයා
gatakaya,ඝාතකයා
bijy,බීජය
beejy,බීජය
podhhhi,පොඩි
jiewitaia,ජීවිතය
shenpathiya,සෙන්පතියා
shenpatiya,සෙන්පතියා
kanndhhukaraya,කඳුකරය
yudhdhaya,යුද්ධය
shevanale,සෙවණැලි
sevanale,සෙවණැලි
vartamanaya,වර්තමානය
wartamanaya,වර්තමානය
pia,පය
wesandooma,විසඳුම
wesanduma,විසඳුම
jalaia,ජලය
iugaya,යුගය
purvruththaya,පුරාවෘත්තය
purvrutthaya,පුරාවෘත්තය
cirn,කිරණ
iroobasayama,හිරුබැසයාම
irubasayama,හිරුබැසයාම
sooyoora,සොහොයුරා
suyoora,සොහොයුරා
shitla,සීතල
sheetla,සීතල
seetla,සීතල
cana,කණ
sathoora,සතුරා
satoora,සතුරා
sathura,සතුරා
shinpatiya,සෙන්පතියා
sinpatiya,සෙන්පතියා
vesanduma,විසඳුම
ottookaroo,ඔත්තුකරු
otthookaroo,ඔත්තුකරු
ottukaroo,ඔත්තුකරු
otthukaroo,ඔත්තුකරු
unusuma,උණුසුම
unushuma,උණුසුම
kumra kumareian,කුමර කුමරියන්
koonu,අකුණු
kunu,අකුණු
iudhdhaya,යුද්ධය
ioodhdhaya,යුද්ධය
vedhhanawa,වේදනාව
vedhhanava,වේදනාව
madhheamara,මධ්‍යමරෑ
cduwa,කඩුව
cduva,කඩුව
wdhd,වැද්දා
purawruttaia,පුරාවෘත්තය
wahibinndu,වැහිබිඳු
vahibinndu,වැහිබිඳු
doratuva,දොරටුව
dorathuwa,දොරටුව
dorathuva,දොරටුව
doratuwa,දොරටුව
kandhhhula,කඳුළ
vrookaya,වෘකයා
vrukaya,වෘකයා
sthyya,සත්‍යය
styya,සත්‍යය
krtru,කර්තෘ
krthru,කර්තෘ
jewitaya,ජීවිතය
vikroothhi,විකෘති
vikroothi,විකෘති
vikruthi,විකෘති
vikruthhi,විකෘති
wasantaia,වසන්තය
washantaia,වසන්තය
vasantaia,වසන්තය
privarthanaya,පරිවර්තනය
privartanaya,පරිවර්තනය
nodhutu,නොදුටු
koomriya,කුමරිය
kumriya,කුමරිය
diypaara,දියපාර
katawa,කතාව
katava,කතාව
kolaya,කොළය
dhhara,ආදර
kumra kumareyan,කුමර කුමරියන්
oralosuwa,ඔරලෝසුව
oralosuva,ඔරලෝසුව
oralosoowa,ඔරලෝසුව
shagaraia,සාගරය
shhagaraia,සාගරය
cumariia,කුමරිය
siwanalla,සෙවණැල්ල
shivanalla,සෙවණැල්ල
sivanalla,සෙවණැල්ල
shiwanalla,සෙවණැල්ල
vishvaya,විශ්වය
visvaya,විශ්වය
wisandoma,විසඳුම
wishandoma,විසඳුම
sihinya,සිහිනය
bonicka,බෝනික්කා
kolaea,කොළය
jiviya,ජීවියා
anduru,අඳුරු
deiniya,දියණිය
wishandhhooma,විසඳුම
wisandhhuma,විසඳුම
wisandhhooma,විසඳුම
wishandhhuma,විසඳුම
yksya,යක්ෂයා
mdhyama,මධ්‍යම
shevanale,සෙවණැලි
shhevanale,සෙවණැලි
shhewanale,සෙවණැලි
shewanale,සෙවණැලි
eaksaya,යක්ෂයා
shhhareeraya,ශරීරය
shhariraya,ශරීරය
shhhariraya,ශරීරය
shhareeraya,ශරීරය
cumra kumareyan,කුමර කුමරියන්
privartanaya,පරිවර්තනය
priwartanaya,පරිවර්තනය
senpathiia,සෙන්පතියා
senpathhiia,සෙන්පතියා
aderaya,ආදරය
adaraya,ආදරය
adharaya,ආදරය
kntaraia,කාන්තාරය
kntharaia,කාන්තාරය
vitthi,විත්ති
viththi,විත්ති
ekshaya,යක්ෂයා
eksaya,යක්ෂයා
buthaia,භූතයා
butaia,භූතයා
sandiliya,සඳඑළිය
sandailiya,සඳඑළිය
sandhailiya,සඳඑළිය
kern,කිරණ
konu,අකුණු
shangawonu,සැඟවුණු
sangawonu,සැඟවුණු
alut,අලුත්
aluth,අලුත්
sathhhhyaya,සත්‍යය
sathhhyaya,සත්‍යය
gimanaya,ගිම්හානය
iroo,හිරු
iru,හිරු
jivitaya,ජීවිතය
jeevitaya,ජීවිතය
raasa,රහස
raasha,රහස
jivithhya,ජීවිතය
jivithya,ජීවිතය
jeevithhya,ජීවිතය
jeevithya,ජීවිතය
sunnndhara,සුන්දර
sunnndara,සුන්දර
cumara kumariian,කුමර කුමරියන්
prashhnaya,ප්‍රශ්නය
prashhhnaya,ප්‍රශ්නය
ghthakaia,ඝාතකයා
ghtakaia,ඝාතකයා
naasaia,නාසය
sareeraea,ශරීරය
sariraea,ශරීරය
bianaka,භයානක
minisa,මිනිසා
parisaraia,පරිසරය
aheme,අහිමි
eroobasayama,හිරුබැසයාම
erubasayama,හිරුබැසයාම
vednawa,වේදනාව
vednava,වේදනාව
carthhru,කර්තෘ
carthroo,කර්තෘ
carthhroo,කර්තෘ
mawathha,මාවත
mawatha,මාවත
mavathha,මාවත
shthyaya,සත්‍යය
shhtyaya,සත්‍යය
shhthyaya,සත්‍යය
shtyaya,සත්‍යය
wasanthaia,වසන්තය
wasanthhaia,වසන්තය
vasanthaia,වසන්තය
vasanthhaia,වසන්තය
madhhyamara,මධ්‍යමරෑ
shhohoyoora,සොහොයුරා
shohoyura,සොහොයුරා
shhohoyura,සොහොයුරා
vrukia,වෘකයා
jieviy,ජීවියා
sariraia,ශරීරය
sareeraia,ශරීරය
prevarthanaya,පරිවර්තනය
prevartanaya,පරිවර්තනය
jeevetya,ජීවිතය
jivetya,ජීවිතය
jivethya,ජීවිතය
jeevethya,ජීවිතය
wisnndum,විසඳුම
mthakaya,මතකය
mtakaya,මතකය
vadda,වැද්දා
vaddha,වැද්දා
goveia,ගොවියා
dhiianiia,දියණිය
aronalu,අරුණලු
aronaloo,අරුණලු
wisandhuma,විසඳුම
loot,අලුත්
lut,අලුත්
looth,අලුත්
nemnaya,නිම්නය
dhinpot,දිනපොත
dhinpoth,දිනපොත
sithhl,සීතල
sithl,සීතල
vartamanaya,වර්තමානය
yoogya,යුගය
yugya,යුගය
ahimi,අහිමි
vhebindu,වැහිබිඳු
menipettii,මිනීපෙට්ටිය
deianiya,දියණිය
wanaea,වනය
vanaea,වනය
abherahasa,අභිරහස
thaapasaia,තාපසයා
thhaapasaia,තාපසයා
sandhaeliya,සඳඑළිය
dewiia,දෙවියා
whibindhoo,වැහිබිඳු
whibindhu,වැහිබිඳු
wiswaya,විශ්වය
wisvaya,විශ්වය
muduwa,මුදුව
muduva,මුදුව
atha,අත
ata,අත
kumareya,කුමරිය
koomareya,කුමරිය
shndhaeleya,සඳඑළිය
sndaeleya,සඳඑළිය
shndaeleya,සඳඑළිය
upathhhha,උපත
upathhha,උපත
eoogaya,යුගය
eugaya,යුගය
manndhiraya,මන්දිරය
thaapasaea,තාපසයා
taapasaea,තාපසයා
petoowa,පිටුව
petuva,පිටුව
petuwa,පිටුව
enava,හිනාව
sooyuriya,සොහොයුරිය
shuyuriya,සොහොයුරිය
shooyuriya,සොහොයුරිය
walakulu,වළාකුළු
valakulu,වළාකුළු
rthhu,රතු
rthu,රතු
kandhula,කඳුළ
kandhoola,කඳුළ
candha,කන්ද
cand,කන්ද
canda,කන්ද
oonushuma,උණුසුම
oonusuma,උණුසුම
unushuma,උණුසුම
raspareeksaka,රහස්පරීක්ෂක
raspariksaka,රහස්පරීක්ෂක
pliganima,පළිගැනීම
athhhiethaya,අතීතය
athhiethaya,අතීතය
canndukaraya,කඳුකරය
purawrutthaya,පුරාවෘත්තය
purawruththaya,පුරාවෘත්තය
masaya,මාසය
wirava,විරහව
wirawa,විරහව
tharu,තරු
thharoo,තරු
thharu,තරු
tharoo,තරු
shapaea,ශාපය
sapaea,ශාපය
tapasaea,තාපසයා
thapasaea,තාපසයා
dvasha,දවස
dvasa,දවස
tiethaya,අතීතය
thiethaya,අතීතය
sataan,සටහන්
hirubsaiama,හිරුබැසයාම
kaalaea,කාලය
maligava,මාළිගාව
mudhuwa,මුදුව
mudhuva,මුදුව
mithhhoora,මිතුරා
mithhura,මිතුරා
mithhoora,මිතුරා
mithhhura,මිතුරා
