Date,Book_Name,Author,ISBN,"
Branch_ID
",Branch_Name,Current_Stock,Daily_Sales,Review_Score,Event_Score,Branch_Demand_Score,Trend_Score,Trend_Label
23/05/2025,Madol Duwa,Martin Wickramasinghe,978-955-0011-23-604,BR-3,Kandy,3,27,40,37,36,103.6,1
04/07/2025,Viragaya,P. B. Jayasekara,978-955-0011-23-605,BR-3,Kandy,0,2,62,32,30,24.8,0
08/04/2025,Malagiya Attho,Anura Horatious,978-955-0011-23-606,BR-1,Colombo,3,14,46,23,72,70.2,1
03/07/2025,Madol Duwa,Martin Wickramasinghe,978-955-0011-23-607,BR-3,Colombo,87,2,74,25,22,198.2,1
11/10/2025,Madol Duwa,Mahanama Thera,978-955-0011-23-608,BR-3,Galle,70,29,94,38,38,2064,1
14/04/2025,Viragaya,Sybil Wettasinghe,978-955-0011-23-609,BR-1,Kandy,78,16,92,5,79,1283.2,1
13/11/2025,Senkottan,Shanthi Dissanayake,978-955-0011-23-610,BR-1,Kandy,70,22,86,57,54,1579.4,1
19/08/2025,Senkottan,Martin Wickramasinghe,978-955-0011-23-611,BR-2,Galle,68,0,77,89,70,47.2,0
17/03/2025,Madol Duwa,Martin Wickramasinghe,978-955-0011-23-612,BR-3,Colombo,11,9,86,32,81,138.8,1
07/10/2025,Senkottan,Sybil Wettasinghe,978-955-0011-23-613,BR-2,Galle,83,2,47,76,56,201.8,1
13/09/2025,Ape Gama,Prasanna Vithanage (Adapt.),978-955-0011-23-614,BR-1,Galle,11,27,89,42,65,336.2,1
19/02/2025,Ape Gama,Ediriweera Sarachchandra,978-955-0011-23-615,BR-1,Galle,100,20,65,87,39,2038.2,1
11/04/2025,Malagiya Attho,Prasanna Vithanage (Adapt.),978-955-0011-23-616,BR-1,Colombo,42,7,55,49,69,328.6,1
14/08/2025,Viragaya,K. Jayatillake,978-955-0011-23-617,BR-1,Kandy,87,22,73,19,37,1939.8,1
08/06/2025,Madol Duwa,P. B. Jayasekara,978-955-0011-23-618,BR-2,Colombo,41,13,53,74,71,572.6,1
09/11/2025,Senkottan,Chingiz Aitmatov (Trans.),978-955-0011-23-619,BR-2,Colombo,55,12,77,15,44,687.2,1
09/11/2025,Ape Gama,Wimalaratne Kumaragama,978-955-0011-23-620,BR-2,Galle,39,5,46,31,94,229.2,1
12/10/2025,Madol Duwa,T. B. Ilangaratne,978-955-0011-23-621,BR-2,Colombo,37,17,88,23,28,656.8,1
15/04/2025,Malagiya Attho,Siri Gunasinghe,978-955-0011-23-622,BR-3,Kandy,63,21,62,56,31,1352.8,1
06/11/2025,Viragaya,Martin Wickramasinghe,978-955-0011-23-623,BR-3,Colombo,96,29,88,14,71,2818.6,1
25/01/2025,Malagiya Attho,Siri Gunasinghe,978-955-0011-23-624,BR-3,Kandy,66,6,95,26,76,435.4,1
02/05/2025,Madol Duwa,Martin Wickramasinghe,978-955-0011-23-625,BR-1,Galle,93,7,72,81,71,695.8,1
10/08/2025,Gamperaliya,Liyanage Amarakeerthi,978-955-0011-23-626,BR-2,Galle,14,6,96,97,62,135,1
05/10/2025,Malagiya Attho,Maxim Gorky (Trans.),978-955-0011-23-627,BR-3,Galle,11,11,98,42,29,154.8,1
06/11/2025,Senkottan,Anura Horatious,978-955-0011-23-628,BR-3,Colombo,96,16,92,79,37,1577.6,1
08/06/2025,Senkottan,Leo Tolstoy (Trans.),978-955-0011-23-629,BR-2,Galle,27,12,86,100,87,378.6,1
08/06/2025,Senkottan,Simon Navagattegama,978-955-0011-23-630,BR-3,Kandy,98,24,66,22,32,2376,1
10/01/2025,Gamperaliya,Leo Tolstoy (Trans.),978-955-0011-23-631,BR-3,Kandy,57,15,85,12,48,884,1
08/12/2025,Ape Gama,Wimalaratne Kumaragama,978-955-0011-23-632,BR-2,Galle,29,20,70,17,96,616.6,1
25/01/2025,Ape Gama,Gunadasa Amarasekara,978-955-0011-23-633,BR-3,Galle,47,25,45,9,53,1196.4,1
26/04/2025,Viragaya,Ediriweera Sarachchandra,978-955-0011-23-634,BR-3,Kandy,16,12,70,94,37,232.2,1
01/11/2025,Malagiya Attho,Siri Gunasinghe,978-955-0011-23-635,BR-1,Colombo,17,27,40,57,50,488.4,1
03/11/2025,Malagiya Attho,Siri Gunasinghe,978-955-0011-23-636,BR-2,Kandy,63,4,70,60,97,297.4,1
01/12/2025,Madol Duwa,Simon Navagattegama,978-955-0011-23-637,BR-2,Galle,13,17,68,0,58,246.2,1
03/03/2025,Gamperaliya,Wimalaratne Kumaragama,978-955-0011-23-638,BR-1,Galle,85,15,63,6,43,1297.4,1
07/08/2025,Malagiya Attho,T. B. Ilangaratne,978-955-0011-23-639,BR-1,Kandy,56,29,62,5,22,1641.8,1
17/07/2025,Gamperaliya,Prasanna Vithanage (Adapt.),978-955-0011-23-640,BR-3,Colombo,12,24,80,47,22,317.8,1
23/03/2025,Ape Gama,Siri Gunasinghe,978-955-0011-23-641,BR-2,Galle,26,22,82,4,38,596.8,1
12/10/2025,Ape Gama,Upul Shantha Sannasgala,978-955-0011-23-642,BR-3,Colombo,19,11,67,69,32,242.6,1
27/01/2025,Malagiya Attho,Liyanage Amarakeerthi,978-955-0011-23-643,BR-1,Galle,39,16,52,17,47,647.2,1
23/12/2025,Senkottan,Mahanama Thera,978-955-0011-23-644,BR-3,Kandy,1,29,60,90,74,73.8,1
06/05/2025,Madol Duwa,Chingiz Aitmatov (Trans.),978-955-0011-23-645,BR-2,Galle,96,22,48,76,83,2153.4,1
29/01/2025,Viragaya,Siri Gunasinghe,978-955-0011-23-646,BR-3,Galle,34,8,55,71,91,315.4,1
27/08/2025,Senkottan,Wimalaratne Kumaragama,978-955-0011-23-647,BR-1,Colombo,61,13,87,14,100,833.2,1
21/05/2025,Senkottan,Upul Shantha Sannasgala,978-955-0011-23-648,BR-3,Colombo,45,22,83,51,74,1031.6,1
18/11/2025,Madol Duwa,Dharmasena Thera,978-955-0011-23-649,BR-2,Kandy,86,26,93,69,74,2283.2,1
02/03/2025,Madol Duwa,Mahanama Thera,978-955-0011-23-650,BR-3,Kandy,38,30,41,93,91,1185,1
06/01/2025,Gamperaliya,T. B. Ilangaratne,978-955-0011-23-651,BR-2,Colombo,23,12,64,84,68,319.2,1
25/02/2025,Ape Gama,K. Jayatillake,978-955-0011-23-652,BR-3,Kandy,99,17,69,78,30,1718.4,1
26/04/2025,Gamperaliya,T. B. Ilangaratne,978-955-0011-23-653,BR-3,Colombo,49,29,95,31,28,1451.8,1
27/05/2025,Viragaya,Edward Mallawaarachchi,978-955-0011-23-654,BR-2,Kandy,67,20,41,65,74,1376,1
22/11/2025,Ape Gama,Vladimir Nabokov (Trans.),978-955-0011-23-655,BR-3,Galle,36,8,94,85,76,339,1
08/01/2025,Senkottan,Anura Horatious,978-955-0011-23-656,BR-2,Colombo,22,4,83,25,100,129.6,1
16/01/2025,Gamperaliya,Anura Horatious,978-955-0011-23-657,BR-2,Galle,64,6,73,97,81,434.2,1
16/03/2025,Ape Gama,Dharmasena Thera,978-955-0011-23-658,BR-3,Galle,71,2,76,29,41,171.2,1
03/09/2025,Malagiya Attho,Martin Wickramasinghe,978-955-0011-23-659,BR-1,Kandy,98,21,78,93,27,2097.6,1
22/10/2025,Viragaya,Leo Tolstoy (Trans.),978-955-0011-23-660,BR-2,Colombo,83,16,95,16,74,1365,1
27/11/2025,Senkottan,Vladimir Nabokov (Trans.),978-955-0011-23-661,BR-1,Galle,8,9,47,90,79,115.2,1
22/03/2025,Malagiya Attho,Prasanna Vithanage (Adapt.),978-955-0011-23-662,BR-3,Kandy,32,10,85,8,50,348.6,1
02/07/2025,Ape Gama,Simon Navagattegama,978-955-0011-23-663,BR-1,Galle,99,11,68,84,64,1132.2,1
03/05/2025,Malagiya Attho,Siri Gunasinghe,978-955-0011-23-664,BR-1,Colombo,77,9,75,43,48,726.2,1
06/11/2025,Madol Duwa,Liyanage Amarakeerthi,978-955-0011-23-665,BR-1,Kandy,93,24,77,67,94,2279.6,1
10/02/2025,Senkottan,Ediriweera Sarachchandra,978-955-0011-23-666,BR-2,Kandy,2,2,53,92,56,44.2,0
04/08/2025,Senkottan,Wimalaratne Kumaragama,978-955-0011-23-667,BR-3,Colombo,14,13,53,48,77,217.6,1
09/07/2025,Gamperaliya,Sumithra Rahubadda,978-955-0011-23-668,BR-3,Colombo,46,13,69,56,72,637.4,1
18/12/2025,Gamperaliya,Mahinda Prasad Masimbula,978-955-0011-23-669,BR-1,Colombo,9,10,84,61,88,136.6,1
24/07/2025,Viragaya,Maxim Gorky (Trans.),978-955-0011-23-670,BR-2,Galle,98,25,59,74,54,2487.4,1
15/11/2025,Malagiya Attho,P. B. Jayasekara,978-955-0011-23-671,BR-3,Colombo,83,8,100,98,74,718.4,1
13/09/2025,Madol Duwa,Chingiz Aitmatov (Trans.),978-955-0011-23-672,BR-1,Kandy,68,4,84,59,32,307,1
27/06/2025,Madol Duwa,Mahanama Thera,978-955-0011-23-673,BR-2,Colombo,42,5,87,73,99,261.8,1
08/10/2025,Ape Gama,Shanthi Dissanayake,978-955-0011-23-674,BR-2,Kandy,43,20,89,97,48,906.8,1
19/11/2025,Viragaya,Mahanama Thera,978-955-0011-23-675,BR-3,Kandy,24,3,83,23,41,101.4,1
10/05/2025,Malagiya Attho,Karunasena Jayalath,978-955-0011-23-676,BR-2,Galle,1,23,89,3,100,61.4,1
18/09/2025,Madol Duwa,Upul Shantha Sannasgala,978-955-0011-23-677,BR-1,Kandy,0,23,41,61,39,28.2,0
29/09/2025,Malagiya Attho,Anura Horatious,978-955-0011-23-678,BR-3,Galle,31,3,53,74,95,137.4,1
14/04/2025,Ape Gama,K. Jayatillake,978-955-0011-23-679,BR-3,Galle,38,18,100,77,91,737.6,1
22/05/2025,Malagiya Attho,Sumithra Rahubadda,978-955-0011-23-680,BR-3,Galle,13,4,51,64,60,87,1
16/09/2025,Gamperaliya,Liyanage Amarakeerthi,978-955-0011-23-681,BR-2,Kandy,72,21,99,94,88,1568.2,1
05/12/2025,Gamperaliya,Martin Wickramasinghe,978-955-0011-23-682,BR-3,Kandy,42,15,71,94,47,672.4,1
25/01/2025,Senkottan,Karunasena Jayalath,978-955-0011-23-683,BR-1,Kandy,26,21,71,51,45,579.4,1
16/09/2025,Malagiya Attho,Siri Gunasinghe,978-955-0011-23-684,BR-2,Galle,19,2,74,8,75,69.4,1
03/07/2025,Senkottan,Ediriweera Sarachchandra,978-955-0011-23-685,BR-3,Colombo,68,1,96,8,55,99.8,1
15/07/2025,Ape Gama,Chingiz Aitmatov (Trans.),978-955-0011-23-686,BR-2,Colombo,52,17,68,47,71,921.2,1
15/01/2025,Ape Gama,Anura Horatious,978-955-0011-23-687,BR-2,Kandy,78,24,90,76,57,1916.6,1
21/01/2025,Madol Duwa,Edward Mallawaarachchi,978-955-0011-23-688,BR-2,Galle,41,2,58,9,64,108.2,1
07/08/2025,Gamperaliya,Vladimir Nabokov (Trans.),978-955-0011-23-689,BR-3,Kandy,68,12,77,85,63,861,1
10/09/2025,Ape Gama,Sybil Wettasinghe,978-955-0011-23-690,BR-2,Kandy,89,11,65,99,76,1027,1
25/09/2025,Ape Gama,Liyanage Amarakeerthi,978-955-0011-23-691,BR-2,Galle,89,2,70,65,74,219.8,1
04/12/2025,Senkottan,Liyanage Amarakeerthi,978-955-0011-23-692,BR-1,Galle,68,12,68,27,90,853,1
12/03/2025,Gamperaliya,P. B. Jayasekara,978-955-0011-23-693,BR-1,Galle,24,12,72,5,63,316,1
25/04/2025,Malagiya Attho,Chingiz Aitmatov (Trans.),978-955-0011-23-694,BR-3,Galle,12,15,50,14,64,205.6,1
14/09/2025,Gamperaliya,Sumithra Rahubadda,978-955-0011-23-695,BR-1,Kandy,81,14,77,33,72,1170.4,1
23/11/2025,Viragaya,Martin Wickramasinghe,978-955-0011-23-696,BR-3,Kandy,95,4,49,46,96,418.2,1
10/09/2025,Madol Duwa,Shanthi Dissanayake,978-955-0011-23-697,BR-2,Galle,69,17,98,51,40,1210.8,1
17/10/2025,Madol Duwa,Wimalaratne Kumaragama,978-955-0011-23-698,BR-3,Galle,80,18,45,55,86,1477.2,1
29/09/2025,Senkottan,Liyanage Amarakeerthi,978-955-0011-23-699,BR-1,Colombo,50,5,51,37,60,279.6,1
05/12/2025,Gamperaliya,Wimalaratne Kumaragama,978-955-0011-23-700,BR-1,Kandy,27,18,72,66,69,527.4,1
06/02/2025,Senkottan,Vladimir Nabokov (Trans.),978-955-0011-23-701,BR-1,Kandy,94,12,45,10,95,1158,1
19/10/2025,Ape Gama,Shanthi Dissanayake,978-955-0011-23-702,BR-1,Kandy,24,29,60,42,81,732.6,1
04/06/2025,Viragaya,Mahinda Prasad Masimbula,978-955-0011-23-703,BR-3,Galle,27,13,63,83,98,399.8,1
12/10/2025,Ape Gama,Siri Gunasinghe,978-955-0011-23-704,BR-3,Galle,7,16,88,62,69,155.8,1
02/09/2025,Madol Duwa,Edward Mallawaarachchi,978-955-0011-23-705,BR-1,Kandy,14,30,82,65,87,466.8,1
05/07/2025,Madol Duwa,Siri Gunasinghe,978-955-0011-23-706,BR-3,Galle,67,13,61,59,73,909.6,1
02/11/2025,Ape Gama,Siri Gunasinghe,978-955-0011-23-707,BR-1,Colombo,22,30,49,28,94,694.2,1
13/11/2025,Gamperaliya,Edward Mallawaarachchi,978-955-0011-23-708,BR-3,Colombo,96,23,65,44,29,2235.6,1
30/05/2025,Ape Gama,T. B. Ilangaratne,978-955-0011-23-709,BR-1,Galle,19,6,62,35,95,152.4,1
30/08/2025,Viragaya,Shanthi Dissanayake,978-955-0011-23-710,BR-1,Kandy,28,5,97,60,88,189,1
11/07/2025,Viragaya,Sumithra Rahubadda,978-955-0011-23-711,BR-3,Galle,13,2,74,32,89,65,1
07/12/2025,Malagiya Attho,Simon Navagattegama,978-955-0011-23-712,BR-2,Colombo,60,6,94,73,22,397.8,1
02/10/2025,Malagiya Attho,Edward Mallawaarachchi,978-955-0011-23-713,BR-2,Kandy,9,4,100,94,21,79,1
23/03/2025,Senkottan,Shanthi Dissanayake,978-955-0011-23-714,BR-1,Kandy,96,29,88,0,79,2817.4,1
07/09/2025,Viragaya,Dharmasena Thera,978-955-0011-23-715,BR-3,Colombo,37,17,72,21,73,662.2,1
07/03/2025,Malagiya Attho,Karunasena Jayalath,978-955-0011-23-716,BR-2,Galle,19,3,42,2,69,79.6,1
04/06/2025,Ape Gama,Wimalaratne Kumaragama,978-955-0011-23-717,BR-3,Galle,4,14,62,78,90,102,1
04/03/2025,Viragaya,Gunadasa Amarasekara,978-955-0011-23-718,BR-3,Galle,39,14,53,35,83,580.2,1
22/01/2025,Senkottan,Mahinda Prasad Masimbula,978-955-0011-23-719,BR-3,Galle,68,14,47,80,46,986.6,1
21/08/2025,Malagiya Attho,Vladimir Nabokov (Trans.),978-955-0011-23-720,BR-3,Colombo,65,8,88,4,33,545,1
18/11/2025,Gamperaliya,Simon Navagattegama,978-955-0011-23-721,BR-3,Galle,27,0,100,86,30,43.2,0
05/12/2025,Madol Duwa,Karunasena Jayalath,978-955-0011-23-722,BR-2,Galle,23,0,88,22,50,32,0
19/04/2025,Gamperaliya,K. Jayatillake,978-955-0011-23-723,BR-2,Colombo,50,9,84,0,41,475,1
05/02/2025,Viragaya,Prasanna Vithanage (Adapt.),978-955-0011-23-724,BR-2,Galle,100,22,60,94,86,2248,1
19/10/2025,Ape Gama,Shanthi Dissanayake,978-955-0011-23-725,BR-3,Colombo,17,15,53,97,42,293.4,1
29/05/2025,Viragaya,Dharmasena Thera,978-955-0011-23-726,BR-2,Kandy,39,26,66,52,55,1048.6,1
15/04/2025,Madol Duwa,Chingiz Aitmatov (Trans.),978-955-0011-23-727,BR-1,Kandy,92,22,68,71,47,2061.2,1
04/03/2025,Madol Duwa,Leo Tolstoy (Trans.),978-955-0011-23-728,BR-1,Galle,4,19,59,91,60,118,1
08/08/2025,Senkottan,Leo Tolstoy (Trans.),978-955-0011-23-729,BR-1,Galle,33,20,73,99,72,708.8,1
25/07/2025,Gamperaliya,Mahanama Thera,978-955-0011-23-730,BR-3,Kandy,63,17,50,18,37,1092,1
16/06/2025,Malagiya Attho,Dharmasena Thera,978-955-0011-23-731,BR-2,Colombo,36,16,44,54,90,613.6,1
04/05/2025,Malagiya Attho,Leo Tolstoy (Trans.),978-955-0011-23-732,BR-1,Colombo,21,29,75,12,52,636.8,1
13/01/2025,Viragaya,Wimalaratne Kumaragama,978-955-0011-23-733,BR-2,Kandy,61,27,90,44,89,1691.6,1
18/01/2025,Ape Gama,Upul Shantha Sannasgala,978-955-0011-23-734,BR-3,Galle,67,21,82,40,29,1437.2,1
10/08/2025,Ape Gama,Anura Horatious,978-955-0011-23-735,BR-2,Kandy,63,16,88,100,20,1049.6,1
24/08/2025,Viragaya,Gunadasa Amarasekara,978-955-0011-23-736,BR-3,Kandy,29,17,72,59,35,526.2,1
06/03/2025,Ape Gama,Martin Wickramasinghe,978-955-0011-23-737,BR-2,Colombo,17,11,61,84,42,224.4,1
15/11/2025,Ape Gama,Mahanama Thera,978-955-0011-23-738,BR-3,Galle,97,22,73,36,37,2163.2,1
16/09/2025,Senkottan,T. B. Ilangaratne,978-955-0011-23-739,BR-2,Galle,55,2,90,21,86,149.4,1
06/06/2025,Gamperaliya,Liyanage Amarakeerthi,978-955-0011-23-740,BR-2,Galle,61,22,53,89,47,1379.8,1
19/10/2025,Gamperaliya,Wimalaratne Kumaragama,978-955-0011-23-741,BR-2,Kandy,41,6,93,33,70,285.2,1
23/05/2025,Viragaya,Siri Gunasinghe,978-955-0011-23-742,BR-2,Kandy,64,5,54,53,84,358.2,1
02/10/2025,Ape Gama,Siri Gunasinghe,978-955-0011-23-743,BR-2,Galle,63,11,53,45,32,719,1
09/01/2025,Senkottan,Maxim Gorky (Trans.),978-955-0011-23-744,BR-3,Galle,78,17,69,1,33,1346.6,1
02/08/2025,Senkottan,Maxim Gorky (Trans.),978-955-0011-23-745,BR-1,Kandy,21,27,84,65,50,606.8,1
01/02/2025,Viragaya,Shanthi Dissanayake,978-955-0011-23-746,BR-1,Kandy,27,16,58,65,57,468,1
05/04/2025,Madol Duwa,Karunasena Jayalath,978-955-0011-23-747,BR-3,Colombo,14,8,81,3,39,136.6,1
26/12/2025,Viragaya,Wimalaratne Kumaragama,978-955-0011-23-748,BR-3,Galle,23,12,70,36,92,315.6,1
26/10/2025,Viragaya,Simon Navagattegama,978-955-0011-23-749,BR-1,Kandy,25,10,54,81,72,291.4,1
26/07/2025,Senkottan,Maxim Gorky (Trans.),978-955-0011-23-750,BR-3,Kandy,38,3,60,33,52,143,1
20/10/2025,Malagiya Attho,Chingiz Aitmatov (Trans.),978-955-0011-23-751,BR-2,Kandy,73,12,52,97,30,911.8,1
03/12/2025,Senkottan,Upul Shantha Sannasgala,978-955-0011-23-752,BR-1,Colombo,52,15,98,1,48,809.4,1
03/04/2025,Gamperaliya,Upul Shantha Sannasgala,978-955-0011-23-753,BR-2,Kandy,44,3,80,71,87,179.6,1
09/01/2025,Madol Duwa,Maxim Gorky (Trans.),978-955-0011-23-754,BR-3,Colombo,23,0,81,10,95,37.2,0
09/08/2025,Ape Gama,Dharmasena Thera,978-955-0011-23-755,BR-2,Colombo,43,17,44,55,70,764.8,1
08/07/2025,Viragaya,Karunasena Jayalath,978-955-0011-23-756,BR-1,Galle,45,10,89,56,81,495.2,1
11/05/2025,Viragaya,Martin Wickramasinghe,978-955-0011-23-757,BR-1,Kandy,19,29,45,70,57,585.4,1
05/05/2025,Viragaya,Wimalaratne Kumaragama,978-955-0011-23-758,BR-1,Colombo,34,30,49,5,24,1035.6,1
13/07/2025,Malagiya Attho,Shanthi Dissanayake,978-955-0011-23-759,BR-3,Galle,82,22,53,36,79,1837.6,1
24/04/2025,Viragaya,Siri Gunasinghe,978-955-0011-23-760,BR-3,Colombo,10,5,59,15,83,81.4,1
03/06/2025,Ape Gama,Mahanama Thera,978-955-0011-23-761,BR-2,Galle,30,22,78,93,20,698.2,1
02/11/2025,Senkottan,P. B. Jayasekara,978-955-0011-23-762,BR-1,Colombo,86,1,93,46,48,123.4,1
17/02/2025,Ape Gama,Chingiz Aitmatov (Trans.),978-955-0011-23-763,BR-3,Galle,58,13,83,12,69,786.8,1
04/11/2025,Senkottan,Ediriweera Sarachchandra,978-955-0011-23-764,BR-1,Kandy,1,9,97,46,36,44.8,0
19/02/2025,Viragaya,Gunadasa Amarasekara,978-955-0011-23-765,BR-2,Colombo,53,28,97,21,91,1525.8,1
11/11/2025,Gamperaliya,Ediriweera Sarachchandra,978-955-0011-23-766,BR-2,Galle,60,1,90,36,26,90.4,1
06/08/2025,Gamperaliya,Liyanage Amarakeerthi,978-955-0011-23-767,BR-1,Galle,99,7,61,48,26,720,1
01/09/2025,Madol Duwa,Ediriweera Sarachchandra,978-955-0011-23-768,BR-2,Galle,52,22,74,34,60,1177.6,1
23/09/2025,Malagiya Attho,Vladimir Nabokov (Trans.),978-955-0011-23-769,BR-1,Galle,11,1,100,43,52,50,1
04/06/2025,Viragaya,Liyanage Amarakeerthi,978-955-0011-23-770,BR-1,Kandy,22,23,47,1,48,525.2,1
13/07/2025,Madol Duwa,Mahinda Prasad Masimbula,978-955-0011-23-771,BR-2,Kandy,19,9,77,76,89,219.4,1
05/05/2025,Madol Duwa,Ediriweera Sarachchandra,978-955-0011-23-772,BR-2,Kandy,16,20,75,57,55,357.4,1
22/01/2025,Senkottan,K. Jayatillake,978-955-0011-23-773,BR-3,Colombo,29,17,88,6,99,531.6,1
10/01/2025,Madol Duwa,Mahinda Prasad Masimbula,978-955-0011-23-774,BR-1,Galle,11,16,100,17,52,209.8,1
17/07/2025,Ape Gama,Mahinda Prasad Masimbula,978-955-0011-23-775,BR-1,Galle,100,17,41,38,83,1732.4,1
18/07/2025,Madol Duwa,Karunasena Jayalath,978-955-0011-23-776,BR-2,Kandy,86,25,73,68,46,2187.4,1
10/08/2025,Gamperaliya,Leo Tolstoy (Trans.),978-955-0011-23-777,BR-2,Kandy,100,12,92,12,84,1237.6,1
26/09/2025,Madol Duwa,Martin Wickramasinghe,978-955-0011-23-778,BR-1,Kandy,84,7,97,26,73,627.2,1
25/01/2025,Viragaya,Anura Horatious,978-955-0011-23-779,BR-2,Colombo,99,8,57,96,62,835,1
04/05/2025,Ape Gama,Wimalaratne Kumaragama,978-955-0011-23-780,BR-2,Colombo,84,6,81,6,29,527.2,1
07/11/2025,Viragaya,Anura Horatious,978-955-0011-23-781,BR-2,Galle,29,8,61,33,67,264.2,1
22/03/2025,Madol Duwa,Anura Horatious,978-955-0011-23-782,BR-1,Galle,35,10,98,77,54,395.8,1
02/02/2025,Madol Duwa,Maxim Gorky (Trans.),978-955-0011-23-783,BR-1,Colombo,11,12,67,1,65,158.6,1
07/11/2025,Viragaya,Martin Wickramasinghe,978-955-0011-23-784,BR-3,Galle,61,22,61,74,63,1381.6,1
10/10/2025,Gamperaliya,Leo Tolstoy (Trans.),978-955-0011-23-785,BR-3,Colombo,73,19,81,44,70,1426,1
03/07/2025,Malagiya Attho,Edward Mallawaarachchi,978-955-0011-23-786,BR-1,Kandy,61,28,43,18,64,1733,1
18/06/2025,Gamperaliya,Leo Tolstoy (Trans.),978-955-0011-23-787,BR-3,Galle,59,20,54,62,28,1208.8,1
25/06/2025,Madol Duwa,Ediriweera Sarachchandra,978-955-0011-23-788,BR-2,Kandy,76,21,74,66,52,1634.4,1
08/01/2025,Senkottan,Ediriweera Sarachchandra,978-955-0011-23-789,BR-2,Colombo,99,27,44,2,73,2696.8,1
29/10/2025,Madol Duwa,Ediriweera Sarachchandra,978-955-0011-23-790,BR-2,Colombo,65,26,88,38,100,1735.2,1
17/11/2025,Gamperaliya,Martin Wickramasinghe,978-955-0011-23-791,BR-3,Kandy,41,6,90,75,54,289.8,1
25/08/2025,Viragaya,Upul Shantha Sannasgala,978-955-0011-23-792,BR-2,Colombo,96,22,43,70,72,2149,1
08/11/2025,Ape Gama,Mahanama Thera,978-955-0011-23-793,BR-3,Kandy,58,17,92,12,90,1024.8,1
19/10/2025,Viragaya,Wimalaratne Kumaragama,978-955-0011-23-794,BR-2,Colombo,95,5,78,30,84,513.4,1
30/09/2025,Madol Duwa,Leo Tolstoy (Trans.),978-955-0011-23-795,BR-3,Colombo,83,14,51,91,52,1200.8,1
20/03/2025,Madol Duwa,Leo Tolstoy (Trans.),978-955-0011-23-796,BR-2,Galle,96,1,66,8,95,129.8,1
08/05/2025,Senkottan,P. B. Jayasekara,978-955-0011-23-797,BR-2,Galle,54,8,59,26,59,460.8,1
10/07/2025,Madol Duwa,K. Jayatillake,978-955-0011-23-798,BR-3,Colombo,24,27,65,18,79,680.4,1
11/06/2025,Madol Duwa,Leo Tolstoy (Trans.),978-955-0011-23-799,BR-1,Colombo,90,23,58,15,21,2088.8,1
29/06/2025,Senkottan,Mahinda Prasad Masimbula,978-955-0011-23-800,BR-1,Colombo,43,20,84,41,20,889,1
13/02/2025,Malagiya Attho,Martin Wickramasinghe,978-955-0011-23-801,BR-2,Colombo,0,15,79,17,75,34.2,0
30/01/2025,Malagiya Attho,Siri Gunasinghe,978-955-0011-23-802,BR-3,Colombo,56,30,72,87,73,1726.4,1
09/06/2025,Senkottan,Chingiz Aitmatov (Trans.),978-955-0011-23-803,BR-3,Kandy,33,20,100,34,94,705.6,1
27/05/2025,Ape Gama,Martin Wickramasinghe,978-955-0011-23-804,BR-3,Galle,38,16,63,27,55,637,1
20/10/2025,Senkottan,Shanthi Dissanayake,978-955-0011-23-805,BR-2,Galle,29,13,96,68,88,427.4,1
26/02/2025,Senkottan,Chingiz Aitmatov (Trans.),978-955-0011-23-806,BR-3,Kandy,14,17,100,23,27,268,1
27/06/2025,Malagiya Attho,T. B. Ilangaratne,978-955-0011-23-807,BR-3,Colombo,97,23,92,1,44,2258.4,1
29/08/2025,Viragaya,Vladimir Nabokov (Trans.),978-955-0011-23-808,BR-2,Colombo,73,12,60,9,34,896.6,1
23/07/2025,Senkottan,Sumithra Rahubadda,978-955-0011-23-809,BR-1,Galle,61,5,55,45,75,340,1
09/08/2025,Viragaya,P. B. Jayasekara,978-955-0011-23-810,BR-3,Colombo,48,9,54,80,38,466.4,1
27/04/2025,Gamperaliya,K. Jayatillake,978-955-0011-23-811,BR-3,Galle,2,12,48,39,96,60.6,1
02/06/2025,Madol Duwa,Vladimir Nabokov (Trans.),978-955-0011-23-812,BR-3,Kandy,89,21,66,80,20,1902.2,1
26/09/2025,Malagiya Attho,Prasanna Vithanage (Adapt.),978-955-0011-23-813,BR-3,Galle,82,14,70,86,36,1186.4,1
27/01/2025,Madol Duwa,Chingiz Aitmatov (Trans.),978-955-0011-23-814,BR-1,Galle,3,28,77,21,89,121.4,1
04/10/2025,Madol Duwa,Siri Gunasinghe,978-955-0011-23-815,BR-2,Galle,57,19,49,44,62,1114,1
19/07/2025,Madol Duwa,Gunadasa Amarasekara,978-955-0011-23-816,BR-3,Galle,64,19,51,21,26,1235.6,1
08/10/2025,Viragaya,Shanthi Dissanayake,978-955-0011-23-817,BR-3,Kandy,50,2,89,3,40,126.4,1
09/01/2025,Viragaya,Mahanama Thera,978-955-0011-23-818,BR-1,Colombo,20,8,56,1,60,183.4,1
16/05/2025,Madol Duwa,Liyanage Amarakeerthi,978-955-0011-23-819,BR-3,Colombo,74,9,72,13,86,700.2,1
28/03/2025,Gamperaliya,Sybil Wettasinghe,978-955-0011-23-820,BR-2,Galle,31,7,100,59,71,263,1
15/11/2025,Viragaya,Karunasena Jayalath,978-955-0011-23-821,BR-1,Kandy,47,1,75,26,50,77.2,1
28/02/2025,Gamperaliya,Gunadasa Amarasekara,978-955-0011-23-822,BR-1,Colombo,15,25,85,12,31,400.6,1
